Key,Source,Context,Changes,Spanish,japanese,german
RangedDamageRank4LongDesc,progression,skills,New,"Aumenta el daño a distancia en 23%",遠距離武器のダメージを23%上昇させます。,Erhöhe deinen Fernkampfschaden um 23%.
RangedDamageRank5LongDesc,progression,skills,New,"Aumenta el daño a distancia en 25%",遠距離武器のダメージを25%上昇させます。,Erhöhe deinen Fernkampfschaden um 25%.

MaximumHealthName,progression,skills,New,"Salud Máxima",最大体力,Maximale Lebensenergie
MaximumHealthDesc,progression,skills,New,"Aumenta tu rudeza y con ello tu salud máxima.",体力を高めて、最大の健康を手に入れましょう。,Erhöhe deine Zähigkeit und somit deine maximale Lebensenergie.
MaximumHealthRank1Desc,progression,skills,New,"+6 Salud Máxmima",最大体力+6,Maximale Lebensenergie +6
MaximumHealthRank2Desc,progression,skills,New,"+12 Salud Máxmima",最大体力+12,Maximale Lebensenergie +12
MaximumHealthRank3Desc,progression,skills,New,"+18 Salud Máxmima",最大体力+18,Maximale Lebensenergie +18
MaximumHealthRank4Desc,progression,skills,New,"+24 Salud Máxmima",最大体力+24,Maximale Lebensenergie +24
MaximumHealthRank5Desc,progression,skills,New,"+30 Salud Máxmima",最大体力+30,Maximale Lebensenergie +30
MaximumHealthRank6Desc,progression,skills,New,"+34 Salud Máxmima",最大体力+34,Maximale Lebensenergie +34
MaximumHealthRank7Desc,progression,skills,New,"+38 Salud Máxmima",最大体力+38,Maximale Lebensenergie +38
MaximumHealthRank8Desc,progression,skills,New,"+42 Salud Máxmima",最大体力+42,Maximale Lebensenergie +42
MaximumHealthRank9Desc,progression,skills,New,"+46 Salud Máxmima",最大体力+46,Maximale Lebensenergie +46
MaximumHealthRank10Desc,progression,skills,New,"+50 Salud Máxmima",最大体力+50,Maximale Lebensenergie +50
MaximumHealthRank1LongDesc,progression,skills,New,"Aumenta tu salud máxima en 6",あなたの最大体力を6増加させます。,Erhöhe deine maximale Lebensenergie um 6.
MaximumHealthRank2LongDesc,progression,skills,New,"Aumenta tu salud máxima en 12",あなたの最大体力を12増加させます。,Erhöhe deine maximale Lebensenergie um 12.
MaximumHealthRank3LongDesc,progression,skills,New,"Aumenta tu salud máxima en 18",あなたの最大体力を18増加させます。,Erhöhe deine maximale Lebensenergie um 18.
MaximumHealthRank4LongDesc,progression,skills,New,"Aumenta tu salud máxima en 24",あなたの最大体力を24増加させます。,Erhöhe deine maximale Lebensenergie um 24.
MaximumHealthRank5LongDesc,progression,skills,New,"Aumenta tu salud máxima en 30",あなたの最大体力を30増加させます。,Erhöhe deine maximale Lebensenergie um 30.
MaximumHealthRank6LongDesc,progression,skills,New,"Aumenta tu salud máxima en 34",あなたの最大体力を34増加させます。,Erhöhe deine maximale Lebensenergie um 34.
MaximumHealthRank7LongDesc,progression,skills,New,"Aumenta tu salud máxima en 38",あなたの最大体力を38増加させます。,Erhöhe deine maximale Lebensenergie um 38.
MaximumHealthRank8LongDesc,progression,skills,New,"Aumenta tu salud máxima en 42",あなたの最大体力を42増加させます。,Erhöhe deine maximale Lebensenergie um 42.
MaximumHealthRank9LongDesc,progression,skills,New,"Aumenta tu salud máxima en 46",あなたの最大体力を46増加させます。,Erhöhe deine maximale Lebensenergie um 46.
MaximumHealthRank10LongDesc,progression,skills,New,"Aumenta tu salud máxima en 50",あなたの最大体力を50増加させます。,Erhöhe deine maximale Lebensenergie um 50.

MaximumStaminaName,progression,skills,New,"Estamina Máxmima",スタミナ最大値,Maximale Ausdauer
MaximumStaminaDesc,progression,skills,New,"Aumenta tu resistencia y con ello tu estamina máxmima.",持久力を鍛え、最大のスタミナを高めます。,Erhöhe dein Durchhaltevermögen und dadurch deine maximale Ausdauer.
MaximumStaminaRank1Desc,progression,skills,New,"+6 Estamina Máxima",最大スタミナ+6,+ 6 Maximale Ausdauer
MaximumStaminaRank2Desc,progression,skills,New,"+12 Estamina Máxima",最大スタミナ+12,+ 12 Maximale Ausdauer
MaximumStaminaRank3Desc,progression,skills,New,"+18 Estamina Máxima",最大スタミナ+18,+ 18 Maximale Ausdauer
MaximumStaminaRank4Desc,progression,skills,New,"+24 Estamina Máxima",最大スタミナ+24,+ 24 Maximale Ausdauer
MaximumStaminaRank5Desc,progression,skills,New,"+30 Estamina Máxima",最大スタミナ+30,+ 30 Maximale Ausdauer
MaximumStaminaRank6Desc,progression,skills,New,"+34 Estamina Máxima",最大スタミナ+34,+ 34 Maximale Ausdauer
MaximumStaminaRank7Desc,progression,skills,New,"+38 Estamina Máxima",最大スタミナ+38,+ 38 Maximale Ausdauer
MaximumStaminaRank8Desc,progression,skills,New,"+42 Estamina Máxima",最大スタミナ+42,+ 42 Maximale Ausdauer
MaximumStaminaRank9Desc,progression,skills,New,"+46 Estamina Máxima",最大スタミナ+46,+ 46 Maximale Ausdauer
MaximumStaminaRank10Desc,progression,skills,New,"+50 Estamina Máxima",最大スタミナ+50,+ 50 Maximale Ausdauer
MaximumStaminaRank1LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 6",あなたの最大スタミナを6増加させます。,Erhöhe deine maximale Ausdauer um 6.
MaximumStaminaRank2LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 12",あなたの最大スタミナを12増加させます。,Erhöhe deine maximale Ausdauer um 12.
MaximumStaminaRank3LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 18",あなたの最大スタミナを18増加させます。,Erhöhe deine maximale Ausdauer um 18.
MaximumStaminaRank4LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 24",あなたの最大スタミナを24増加させます。,Erhöhe deine maximale Ausdauer um 24.
MaximumStaminaRank5LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 30",あなたの最大スタミナを30増加させます。,Erhöhe deine maximale Ausdauer um 30.
MaximumStaminaRank6LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 34",あなたの最大スタミナを34増加させます。,Erhöhe deine maximale Ausdauer um 34.
MaximumStaminaRank7LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 38",あなたの最大スタミナを38増加させます。,Erhöhe deine maximale Ausdauer um 38.
MaximumStaminaRank8LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 42",あなたの最大スタミナを42増加させます。,Erhöhe deine maximale Ausdauer um 42.
MaximumStaminaRank9LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 46",あなたの最大スタミナを46増加させます。,Erhöhe deine maximale Ausdauer um 46.
MaximumStaminaRank10LongDesc,progression,skills,New,"Aumenta tu estamina máxima en 50",あなたの最大スタミナを50増加させます。,Erhöhe deine maximale Ausdauer um 50.


DamageResistanceName,progression,skills,New,"Resistencia al daño",ダメージ耐性,Schadensresistenz
DamageResistanceDesc,progression,skills,New,"Aumenta tu robustez y con ello tu resistencia al daño.",自分の頑丈さを上げることで、ダメージへの耐性を上げます。(アーマーによる軽減の後適用されます),Erhöhe deine Zähigkeit und somit deinen Widerstand gegen Schaden.
DamageResistanceRank1Desc,progression,skills,New,"+2.4% Resistencia al Daño",ダメージカット量+2.4%,+2.4% Widerstand gegen Schaden
DamageResistanceRank2Desc,progression,skills,New,"+4.8% Resistencia al Daño",ダメージカット量+4.8%,+4.8% Widerstand gegen Schaden
DamageResistanceRank3Desc,progression,skills,New,"+7.2% Resistencia al Daño",ダメージカット量+7.2%,+7.2% Widerstand gegen Schaden
DamageResistanceRank4Desc,progression,skills,New,"+9.6% Resistencia al Daño",ダメージカット量+9.6%,9.6+% Widerstand gegen Schaden
DamageResistanceRank5Desc,progression,skills,New,"+12% Resistencia al Daño",ダメージカット量+12%,+12% Widerstand gegen Schaden
DamageResistanceRank6Desc,progression,skills,New,"+13.6% Resistencia al Daño",ダメージカット量+13.6%,+13.6% Widerstand gegen Schaden
DamageResistanceRank7Desc,progression,skills,New,"+15.2% Resistencia al Daño",ダメージカット量+15.2%,+15.2% Widerstand gegen Schaden
DamageResistanceRank8Desc,progression,skills,New,"+16.8% Resistencia al Daño",ダメージカット量+16.8%,+16.8% Widerstand gegen Schaden
DamageResistanceRank9Desc,progression,skills,New,"+18.4% Resistencia al Daño",ダメージカット量+18.4%,+18.4% Widerstand gegen Schaden
DamageResistanceRank10Desc,progression,skills,New,"+20% Resistencia al Daño",ダメージカット量+20%,+20% Widerstand gegen Schaden
DamageResistanceRank1LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 2.4%.",最終的なダメージから2.4%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 2.4%.
DamageResistanceRank2LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 4.8%.",最終的なダメージから4.8%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 4.8%.
DamageResistanceRank3LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 7.2%.",最終的なダメージから7.2%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 7.2%.
DamageResistanceRank4LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 9.6%.",最終的なダメージから9.6%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 9.6%.
DamageResistanceRank5LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 12%.",最終的なダメージから12%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 12%.
DamageResistanceRank6LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 13.6%.",最終的なダメージから13.6%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 13.6%.
DamageResistanceRank7LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 15.2%.",最終的なダメージから15.2%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 15.2%.
DamageResistanceRank8LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 16.8%.",最終的なダメージから16.8%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 16.8%.
DamageResistanceRank9LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 18.4%.",最終的なダメージから18.4%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 18.4%.
DamageResistanceRank10LongDesc,progression,skills,New,"Aumenta tu resistencia al daño en 20%.",最終的なダメージから20%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 20%.

VigorName,progression,skills,New,Fortaleza,活力,Vitalität
VigorDesc,progression,skills,New,"Balancear cosas de aquí para allá todo el tiempo te ha acostumbrado a ello así que ahora es menos extenuante. Pierde menos estamina por cada golpe.",周りのものをずっと振り回していると慣れてくるもので、今ではあまり力を入れなくなりました。攻撃でのスタミナ消費が減ります。,"Du hast dich daran gewöhnt, mit allerlei Dingen herumzufuchteln und ermüdest jetzt langsamer. Verbrauche mit jedem Angriff weniger Ausdauer. "
VigorRank1Desc,progression,skills,New,"-3% Pérdida de Estamina",スタミナ消費-3%,-3% Ausdauerverbrauch
VigorRank2Desc,progression,skills,New,"-6% Pérdida de Estamina",スタミナ消費-6%,-6% Ausdauerverbrauch
VigorRank3Desc,progression,skills,New,"-9% Pérdida de Estamina",スタミナ消費-9%,-9% Ausdauerverbrauch
VigorRank4Desc,progression,skills,New,"-12% Pérdida de Estamina",スタミナ消費-12%,-12% Ausdauerverbrauch
VigorRank5Desc,progression,skills,New,"-15% Pérdida de Estamina",スタミナ消費-15%,-15% Ausdauerverbrauch
VigorRank6Desc,progression,skills,New,"-17% Pérdida de Estamina",スタミナ消費-17%,-17% Ausdauerverbrauch
VigorRank7Desc,progression,skills,New,"-19% Pérdida de Estamina",スタミナ消費-19%,-19% Ausdauerverbrauch
VigorRank8Desc,progression,skills,New,"-21% Pérdida de Estamina",スタミナ消費-21%,-21% Ausdauerverbrauch
VigorRank9Desc,progression,skills,New,"-23% Pérdida de Estamina",スタミナ消費-23%,-23% Ausdauerverbrauch
VigorRank10Desc,progression,skills,New,"-25% Pérdida de Estamina",スタミナ消費-25%,-25% Ausdauerverbrauch
VigorRank1LongDesc,progression,skills,New,"Pierde 3% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を3%軽減させます。,Verbrauche 3% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank2LongDesc,progression,skills,New,"Pierde 6% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を6%軽減させます。,Verbrauche 6% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank3LongDesc,progression,skills,New,"Pierde 9% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を9%軽減させます。,Verbrauche 9% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank4LongDesc,progression,skills,New,"Pierde 12% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を12%軽減させます。,Verbrauche 12% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank5LongDesc,progression,skills,New,"Pierde 15% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を15%軽減させます。,Verbrauche 15% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank6LongDesc,progression,skills,New,"Pierde 17% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を17%軽減させます。,Verbrauche 17% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank7LongDesc,progression,skills,New,"Pierde 19% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を19%軽減させます。,Verbrauche 19% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank8LongDesc,progression,skills,New,"Pierde 21% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を21%軽減させます。,Verbrauche 21% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank9LongDesc,progression,skills,New,"Pierde 23% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を23%軽減させます。,Verbrauche 23% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank10LongDesc,progression,skills,New,"Pierde 25% menos estamina al balancear herramientas y armas",ツールと武器を使用した際のスタミナ消費を25%軽減させます。,Verbrauche 25% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
